method,domain,condition,repeat,round,action,stock,group_total,payoff,budget,health,won,premium,total_contribution,group_welfare,partner_level
full_history,auction,control,4,9,50.0,,,,510.0,10.0,True,0.0,,,
full_history,auction,control,4,10,50.0,,,,500.0,10.0,True,0.0,,,
full_history,auction,control,4,11,50.0,,,,490.0,10.0,True,0.0,,,
full_history,auction,control,4,12,50.0,,,,480.0,10.0,True,0.0,,,
reflection,auction,world_transient,4,1,50.0,,,,590.0,10.0,True,0.0,,,
reflection,auction,world_transient,4,2,51.0,,,,579.0,10.0,True,0.0,,,
reflection,auction,world_transient,4,3,53.0,,,,566.0,10.0,True,0.0,,,
reflection,auction,world_transient,4,4,54.0,,,,552.0,10.0,True,0.0,,,
reflection,auction,world_transient,4,5,56.0,,,,536.0,10.0,True,2.0,,,
reflection,auction,world_transient,4,6,55.0,,,,521.0,10.0,True,1.0,,,
reflection,auction,world_transient,4,7,56.0,,,,505.0,10.0,True,2.0,,,
reflection,auction,world_transient,4,8,53.0,,,,492.0,10.0,True,0.0,,,
reflection,auction,world_transient,4,9,53.0,,,,479.0,10.0,True,0.0,,,
reflection,auction,world_transient,4,10,55.0,,,,464.0,10.0,True,1.0,,,
reflection,auction,world_transient,4,11,53.0,,,,451.0,10.0,True,0.0,,,
reflection,auction,world_transient,4,12,55.0,,,,436.0,10.0,True,1.0,,,
reflection,auction,world_transient,1,1,50.0,,,,590.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,2,53.0,,,,577.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,3,53.0,,,,564.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,4,53.0,,,,551.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,5,53.0,,,,538.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,6,53.0,,,,525.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,7,53.0,,,,512.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,8,53.0,,,,499.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,9,53.0,,,,486.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,10,53.0,,,,473.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,11,54.0,,,,459.0,10.0,True,0.0,,,
reflection,auction,world_transient,1,12,55.0,,,,444.0,10.0,True,1.0,,,
reflection,public_goods,control,4,1,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,4,2,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,4,3,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,4,4,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,4,5,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,4,6,11.0,,,29.400000000000002,,,,,51.0,151.0,10.0
reflection,public_goods,control,4,7,11.0,,,29.400000000000002,,,,,51.0,151.0,10.0
reflection,public_goods,control,4,8,12.0,,,28.8,,,,,52.0,152.0,10.0
reflection,public_goods,control,4,9,12.0,,,28.8,,,,,52.0,152.0,10.0
reflection,public_goods,control,4,10,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,4,11,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,4,12,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,1,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,2,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,3,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,4,10.0,,,17.5,,,,,50.0,87.5,10.0
full_history,public_goods,world_transient,0,5,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,6,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,7,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,8,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,9,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,10,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,11,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,0,12,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,fishery,other_transient,4,1,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,4,2,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,4,3,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,4,4,10.0,90.0,60.0,10.0,,,,,,,
full_history,fishery,other_transient,4,5,8.0,100.0,40.0,8.0,,,,,,,
full_history,fishery,other_transient,4,6,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,4,7,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,4,8,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,4,9,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,4,10,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,4,11,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,4,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,public_goods,world_transient,4,1,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,4,2,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,4,3,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,4,4,10.0,,,17.5,,,,,50.0,87.5,10.0
reflection,public_goods,world_transient,4,5,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,4,6,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,4,7,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,4,8,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,4,9,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,4,10,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,4,11,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,4,12,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,1,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,2,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,3,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,4,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,5,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,6,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,7,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,8,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,9,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,10,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,11,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,4,12,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,fishery,other_transient,0,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,4,10.0,90.0,60.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,5,8.0,100.0,40.0,8.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,0,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,auction,other_transient,1,1,50.0,,,,590.0,10.0,True,0.0,,,
reflection,auction,other_transient,1,2,50.0,,,,580.0,10.0,True,0.0,,,
reflection,auction,other_transient,1,3,50.0,,,,570.0,10.0,True,0.0,,,
reflection,auction,other_transient,1,4,50.0,,,,610.0,9.0,False,0.0,,,
reflection,auction,other_transient,1,5,50.0,,,,600.0,10.0,True,0.0,,,
reflection,auction,other_transient,1,6,53.0,,,,587.0,10.0,True,0.0,,,
reflection,auction,other_transient,1,7,55.0,,,,572.0,10.0,True,1.0,,,
reflection,auction,other_transient,1,8,54.0,,,,558.0,10.0,True,0.0,,,
reflection,auction,other_transient,1,9,53.0,,,,545.0,10.0,True,0.0,,,
reflection,auction,other_transient,1,10,52.0,,,,533.0,10.0,True,0.0,,,
reflection,auction,other_transient,1,11,52.0,,,,521.0,10.0,True,0.0,,,
reflection,auction,other_transient,1,12,53.0,,,,508.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,1,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,2,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,3,54.0,,,,566.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,4,54.0,,,,552.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,5,54.0,,,,538.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,6,54.0,,,,524.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,7,54.0,,,,510.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,8,54.0,,,,496.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,9,54.0,,,,482.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,10,54.0,,,,468.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,11,54.0,,,,454.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,2,12,54.0,,,,440.0,10.0,True,0.0,,,
hscm_external_controller,fishery,world_transient,1,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,4,10.0,90.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,5,8.0,100.0,40.0,8.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,1,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,0,1,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,0,2,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,0,3,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,0,4,10.0,90.0,60.0,10.0,,,,,,,
reflection,fishery,other_transient,0,5,8.0,100.0,40.0,8.0,,,,,,,
reflection,fishery,other_transient,0,6,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,0,7,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,0,8,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,0,9,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,0,10,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,0,11,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,0,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,auction,other_transient,4,1,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,4,2,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,4,3,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,4,4,50.0,,,,610.0,9.0,False,0.0,,,
hscm_external_controller,auction,other_transient,4,5,50.0,,,,600.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,4,6,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,4,7,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,4,8,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,4,9,50.0,,,,560.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,4,10,50.0,,,,550.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,4,11,50.0,,,,540.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,4,12,50.0,,,,530.0,10.0,True,0.0,,,
reflection,fishery,control,4,1,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,2,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,3,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,4,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,5,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,6,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,7,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,8,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,9,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,10,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,11,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,control,4,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,public_goods,world_transient,1,1,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,1,2,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,1,3,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,1,4,10.0,,,17.5,,,,,50.0,87.5,10.0
reflection,public_goods,world_transient,1,5,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,1,6,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,1,7,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,1,8,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,1,9,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,1,10,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,1,11,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,world_transient,1,12,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,auction,other_transient,3,1,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,other_transient,3,2,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,other_transient,3,3,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,other_transient,3,4,50.0,,,,610.0,9.0,False,0.0,,,
full_history,auction,other_transient,3,5,50.0,,,,600.0,10.0,True,0.0,,,
full_history,auction,other_transient,3,6,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,other_transient,3,7,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,other_transient,3,8,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,other_transient,3,9,50.0,,,,560.0,10.0,True,0.0,,,
full_history,auction,other_transient,3,10,50.0,,,,550.0,10.0,True,0.0,,,
full_history,auction,other_transient,3,11,50.0,,,,540.0,10.0,True,0.0,,,
full_history,auction,other_transient,3,12,50.0,,,,530.0,10.0,True,0.0,,,
full_history,fishery,world_transient,1,1,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,1,2,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,1,3,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,1,4,10.0,90.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,1,5,8.0,100.0,40.0,8.0,,,,,,,
full_history,fishery,world_transient,1,6,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,1,7,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,1,8,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,1,9,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,1,10,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,1,11,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,1,12,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,1,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,2,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,3,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,4,10.0,90.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,5,8.0,100.0,40.0,8.0,,,,,,,
full_history,fishery,world_transient,4,6,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,7,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,8,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,9,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,10,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,11,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,4,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,4,10.0,90.0,60.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,5,8.0,100.0,40.0,8.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,4,12,10.0,100.0,50.0,10.0,,,,,,,
full_history,auction,world_transient,4,1,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,world_transient,4,2,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,world_transient,4,3,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,world_transient,4,4,50.0,,,,610.0,9.0,False,0.0,,,
full_history,auction,world_transient,4,5,50.0,,,,600.0,10.0,True,0.0,,,
full_history,auction,world_transient,4,6,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,world_transient,4,7,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,world_transient,4,8,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,world_transient,4,9,50.0,,,,560.0,10.0,True,0.0,,,
full_history,auction,world_transient,4,10,50.0,,,,550.0,10.0,True,0.0,,,
full_history,auction,world_transient,4,11,50.0,,,,540.0,10.0,True,0.0,,,
full_history,auction,world_transient,4,12,50.0,,,,530.0,10.0,True,0.0,,,
hscm_external_controller,public_goods,other_transient,1,1,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,1,2,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,1,3,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,1,4,10.0,,,26.0,,,,,40.0,140.0,10.0
hscm_external_controller,public_goods,other_transient,1,5,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,1,6,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,1,7,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,1,8,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,1,9,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,1,10,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,1,11,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,1,12,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,1,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,2,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,3,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,4,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,5,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,6,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,7,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,8,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,9,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,10,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,11,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,control,0,12,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,fishery,world_transient,2,1,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,2,2,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,2,3,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,2,4,10.0,90.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,2,5,8.0,100.0,40.0,8.0,,,,,,,
full_history,fishery,world_transient,2,6,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,2,7,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,2,8,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,2,9,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,2,10,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,2,11,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,world_transient,2,12,10.0,100.0,50.0,10.0,,,,,,,
full_history,auction,world_transient,0,1,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,world_transient,0,2,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,world_transient,0,3,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,world_transient,0,4,50.0,,,,610.0,9.0,False,0.0,,,
full_history,auction,world_transient,0,5,50.0,,,,600.0,10.0,True,0.0,,,
full_history,auction,world_transient,0,6,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,world_transient,0,7,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,world_transient,0,8,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,world_transient,0,9,50.0,,,,560.0,10.0,True,0.0,,,
full_history,auction,world_transient,0,10,50.0,,,,550.0,10.0,True,0.0,,,
full_history,auction,world_transient,0,11,50.0,,,,540.0,10.0,True,0.0,,,
full_history,auction,world_transient,0,12,50.0,,,,530.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,1,50.0,,,,590.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,2,54.0,,,,576.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,3,53.0,,,,563.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,4,53.0,,,,550.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,5,53.0,,,,537.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,6,53.0,,,,524.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,7,53.0,,,,511.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,8,53.0,,,,498.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,9,53.0,,,,485.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,10,53.0,,,,472.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,11,53.0,,,,459.0,10.0,True,0.0,,,
reflection,auction,other_transient,2,12,53.0,,,,446.0,10.0,True,0.0,,,
reflection,public_goods,other_transient,1,1,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,1,2,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,1,3,12.0,,,28.8,,,,,52.0,152.0,10.0
reflection,public_goods,other_transient,1,4,10.0,,,26.0,,,,,40.0,140.0,10.0
reflection,public_goods,other_transient,1,5,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,1,6,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,1,7,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,1,8,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,1,9,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,1,10,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,1,11,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,1,12,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,fishery,world_transient,3,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,4,10.0,90.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,5,8.0,100.0,40.0,8.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,3,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,public_goods,world_transient,1,1,10.0,,,30.0,,,,,50.0,150.0,10.0
